name,rarity,description,type
Cross Counter,Rare,If the DEF of an attacked Defense Position Monster is higher than the ATK of your opponents attacking Monster the Battle Damage inflicted to your opponent is doubled. Destroy the attacking Monster after damage calculation.,Trap
Pole Position,Common,The face-up Monster(s) with the highest ATK on the field is unaffected by any Spell Cards. When Pole Position is removed from the field destroy the face-up Monster(s) with the highest ATK on the field.,Trap
Penalty Game!,Rare,"When your opponent has 4 cards in his/her hand select and activate 1 of the following effects: 
? Your opponents cannot draw during his/her next Draw Phase
? Your opponent cannot activate any Spell and/or Trap Cards during this turn.",Trap
Threatening Roar,Common,Your opponent cannot declare an attack during this turn.,Trap
Phoenix Wing Wind Blast,Rare,Discard 1 card from your hand. Return 1 card on your opponents side of the field to the top of the owners Deck.,Trap
Good Goblin Housekeeping,Common,Draw a number of cards from your Deck equal to the number of Good Goblin Housekeeping cards in your Graveyard +1 select 1 card from your hand and return it to the bottom of your Deck.,Trap
Beast Soul Swap,Common,Return to the owners hand 1 face-up Beast-Type Monster on your side of the field and the owner of that card Special Summons 1 Beast-Type Monster that has the same Level as the Monster that you returned.,Trap
Assault on GHQ,Rare,Select 1 Monster on your side of the field to activate this card. Destroy the selected Monster and send 2 cards from the top of your opponents Deck to the Graveyard.,Trap
D. D. Dynamite,Common,Inflict 300 points of damage to your opponents Life Points for each for your opponents cards that has been removed from play.,Trap
Deck Devastation Virus,Super Rare,Tribute 1 DARK Monster with an ATK of 2000 points or more on your side of the field. Check all Monsters on your opponents side of the field your opponents hand and all cards he/she draws (until the end of your opponents next 3rd turn after this cards activation) and destroy all Monsters with an ATK of 1500 or less.,Trap
Elemental Burst,Common,Tribute 1 each of WIND WATER FIRE and EARTH Monsters on your side of the field to activate this card. Destroy all cards on your opponents side of the field.,Trap
Forced Ceasefire,Rare,Discard 1 card from your hand. No Trap Cards can be activated until the End Phase of this turn.,Trap
Elemental Hero Avian,Common,A winged Elemental Hero who wheels through the sky and manipulates the wind. His signature move Featherbreak gives villainy a blow from sky-high.,Monster
Elemental Hero Burstinatrix,Common,A flame manipulator who is the only woman among the Elemental Heroes. Her Burstfire burns away villainy.,Monster
Elemental Hero Clayman,Common,An Elemental Hero with a clay body built-to-last. He will preserve his Elemental Hero colleagues at an cost.,Monster
Elemental Hero Sparkman,Common,An Elemental Hero and a warrior of light who proficiently wields many kinds of armaments. His Shining Surge Flash cuts off the path of villainy.,Monster
Winged Kuriboh,Super Rare,When this card on the field is destroyed and sent to the Graveyard its effect is activated. After activation during this turn any Battle Damage that the controller of this card takes becomes 0.,Monster
Ancient Gear Golem,Ultra Rare,This card cannon be Special Summoned. When this card attacks with an ATK that is higher than the DEF of a Defense Position Monster inflict the difference as Battle Damage to your opponents Life Points. If this card attacks your opponent cannot activate any Spell or Trap Cards until the end of the Damage Step.,Monster
Ancient Gear Beast,Rare,This card cannot be Special Summoned. The effects of your opponents Effect Monster that this Monster destroys as a result of battle are negated. If this card attacks your opponent cannot activate any Spell or Trap Cards until the end of the Damage Step.,Monster
Ancient Gear Soldier,Common,If this card attacks your opponent cannot activate any Spell or Trap Cards until the end of the Damage Step.,Monster
Millennium Scorpion,Rare,Each time this card destroys 1 Monster on your opponents side of the field and sends it to the Graveyard as a result of battle increase the ATK of this card by 500 points.,Monster
Ultimate Insect LV7,Super Rare,If this card was Special Summoned by the effect of Ultimate Insect LV5 as long as this card remains face-up on your side of the field decrease the ATK and DEF of all your opponents Monsters by 700 points.,Monster
Lost Guardian,Common,The original DEF of this card becomes the number of your Rock-Type Monsters that are removed from play X 700 points.,Monster
Hieracosphinx,Super Rare,As long as this card remains face-up on your side of the field your opponent cannon select a face-down Defense Position Monster as an attack target.,Monster
Criosphinx,Rare,As long as this card remains face-up on your side of the field when a Monster is returned from the field to the owners hand the owner of the returned Monster selects and sends 1 card in his/her hand to the Graveyard.,Monster
Moai Interceptor Cannons,Common,You can flip this card into face-down Defense Position once per turn during your Main Phase.,Monster
Megarock Dragon,Super Rare,This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by removing from play a Rock-Type Monster(s) in your Graveyard. The original ATK and DEF of this card become the number of Rock-Type Monsters you removed from play when you Special Summoned this card X 700 points.,Monster
Dummy Golem,Common,FLIP: Your opponent selects 1 Monster that he/she controls. Switch control of the selected Monster and this card.,Monster
Grave Ohja,Rare,As long as a face-down Defense Position Monster(s) remains on your side of the field a player cannon select this card as an attack target. Each time a Monster on your side of the field is Flip Summoned inflict 300 points of damage to your opponents Life Points.,Monster
Mine Golem,Common,When this card is sent to the Graveyard as a result of battle inflict 500 points of damage to your opponents Life Points.,Monster
Monk Fighter,Common,Battle Damage to this cards controller that he/she takes from a battle involving this card becomes 0.,Monster
Master Monk,Super Rare,This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by Tributing 1 Monk Fighter on your side of the field. This card can attack twice during the same turn.,Monster
Guardian Statue,Common,You can flip this card into face-down Defense Position once per turn during your Main Phase. When this card is Flip Summoned successfully return 1 Monster on your opponents side of the field to the owners hand.,Monster
Medusa Worm,Common,You can flip this card in face-down Defense Position once per turn during your Main Phase. When this card is Flip Summoned successfully destroy 1 Monster on your opponents side of the field.,Monster
D.D. Survivor,Rare,If this face-up card on your side of the field is removed from play this card is Special Summoned to the owners side of the field during the End Phase.,Monster
Mid Shield Gardna,Rare,You can flip this card into face-down Defense Position once per turn during your Main Phase. Negate the activation of a Spell Card that targets this 1 face-down Monster. At that time flip this card into face-up Defense Position.,Monster
White Ninja,Common,FLIP: Destroy 1 Defense Position Monster on the field.,Monster
Aussa the Earth Charmer,Common,FLIP: Take control of 1 EARTH Monster on your opponents side of the field for as long as this card remains face-up on the field.,Monster
Eria the Water Charmer,Common,FLIP: Take control of 1 WATER Monster on your opponents side of the field for as long as this card remains face-up on the field.,Monster
Hiita the Fire Charmer,Common,FLIP: Take control of 1 FIRE Monster on your opponents side of the field for as long as this card remains face-up on the field.,Monster
Wynn the Wind Charmer,Common,FLIP: Take control of 1 WIND Monster on your opponents side of the field for as long as this card remains face-up on the field.,Monster
Batteryman AA,Common,If all Batteryman AA(s) on your side of the field are in Attack Position increase the ATK of this card by 1000 points for each Batteryman AA to your side of the field. If all Batteryman AA(s) on your side of the field are in Defense Position increase the DEF of this card by 1000 points for each Batteryman AA on your side of the field.,Monster
