name,rarity,description,type
Passage Through Mirkwood,,"You are playing Nightmare mode.

Forced: During setup. each player reveals 1 card from the encounter deck and adds it to the staging area.

Begin with the standard quest deck and encounter deck for the Passage Through Mirkwood scenario found in the LOTR LCG core set.

Remove the following cards. in the specified quantities. from the standard encounter deck:

Ungoliants Spawn x1
Black Forest Bats x1
Forest Spider x3
Dol Guldur Orcs x3
Old Forest Road x1 
Forest Gate x2
Mountains of Mirkwood x3
Caught in a Web x2

Then. shuffle the encounter cards in this Nightmare Deck into the remainder of the standard Passage Through Mirkwood encounter deck. 

Finally. flip this setup card over and place it next to the quest deck. Its effect remains active throughout the game. which is now ready to begin.",Setup
Ungoliants Spawn,,When revealed: Until the end of the phase. each character currently committed to the quest gets -2 [Willpower] and is discarded if its [Willpower] is 0.,Enemy
Ungoliants Brood,,Forced: After you engage Ungoliants Brood. your cards cannot ready for the remainder of the round.,Enemy
Forest Flies,,Forced: After you engage Forest Flies. deal 1 damage to each exhausted character you control.,Enemy
Spiders of Mirkwood,,While it is engaged with you. Spiders of Mirkwood gets +1 [Attack] for each exhausted character you control.,Enemy
The Spiders Web,,"When Revealed: The player with the highest threat exhausts all heroes he controls. Then attach this card to one of that players heroes. (Counds as a Condition attachment with the text. ""Each time attached hero readies. deal it 1 damage."")",Treachery
Backtrack!,,"Surge
When Revealed: The topmost enemy or location card in the encounter discard pile is returned to the staging area.",Treachery
Abandoned Camp,,"Immune to player card effects.
Forced: After Abandoned Camp leaves play. each player must deal 2 damage to each exhausted character he controls.",Location
Glade of the Spawn,,"While Glade of the Spawn is the active location. it gains: ""Forced: After a Spider enemy enters play. each player must choose and exhaust 1 character he controls.""",Location
Journey Along the Anduin,,"You are playing Nightmare mode.
All Troll enemies gain the text ""Cannot have attachments.""
If the encounter deck is empty (at any time). shuffle the encounter discard pile pack into the encounter deck.",Setup
Marshland Outlaws,,If you are engaged with this enemy. you cannot attack or deal damage (through effects) to enemies with a title other than Marshland Outlaws.,Enemy
Anduin Troll Spawn,,"If there is no Hill Troll in play. Anduin Troll Spawn gains surge.
Forced: At the beginning of the combat phase. Anduin Troll Spawn engages a player engaged with a Hill Troll.",Enemy
Brown Water Rats,,"Brown Water Rats cannot be damaged.
Forced: If the players are on stage 3 and all remaining enemies have the printed Rat trait. discard Brown Water Rats from play",Enemy
A Flooded Ford,,Each card revealed by the encountere deck gains doomed X. X is the number of progress tokens on this card.,Location
Gladden Marshlands,,Action: Deal 1 damage to a hero you control to reduce Gladded Marshlands [Threat] by 1 until the end of the phase. Any player may trigger this effect.,Location
Pursuit on the Shore,,When Revealed: Search the victory display and encounter discard pile for the enemy with the most hit points. Return that enemy to the staging area. If no enemy is returned by this effect. Pursuit on the Shore gains surge (Cannot be canceled.),Treachery
Troll Attack,,When Revealed: All engaged Troll enemies attack. If no Troll enemies are engaged. Troll Attack gains surge.,Treachery
Smoking Blood,,When Revealed: Remove all damage from all enemies. Then each player raises his threat by the amount of damage removed from his engaged enemies. If no damage is removed by this effect. Smoking Blood gains surge.,Treachery
Escape from Dol Guldur,,"You are playing Nightmare mode.
Forced: When stage 1B is revlealed. the number of random heroes captured is determined by the number of players. as follows: 1-2 players - 1 hero captured. 3 players - 2 heroes captured. 4 players - 3 heroes captured. All captured heroes are turned face down and considered ""the prisoner."" cannot be used. cannot be damaged. and do not collect resources until they are rescued. (A single player cannot have more than 1 hero captured by this effect.)",Setup
Torture Master,,When Revealed: Add 1 resource token to each Dol Guldur location in play.,Enemy
Crazed Captive,,Forced: If Crazed Captive is defeated. raise each players threat by 7.,Enemy
Spider of Dol Guldur,,If there are any unclaimed objectives in play. Spider of Dol Guldur gains surge.,Enemy
Torture Chamber,,"If Torture Chamber has 4 or more resource tokens on it. all ""prisoners"" were killed and the players have lost the game.
Forced: At the end of each round. place 1 resource token on each Dol Guldur location in play.",Location
Dungeon Labyrinth,,"Dungeon Labyrinth gets +1 [Threat] and +1 quest point for each resource token on it.
Forced: At the end of each round. place 1 resource token on Dungeon Labyrinth for each player in the game.",Location
Sentinel of Shadow,,When Revealed: The staging area gets +X [Threat] until the end of the phase. where X is twice the number of players in the game. If the players quest unsuccessfully this phase but the Nazgul of Dol Guldur into play (from any out of play area). engaged with the first player. (Cannot be cancelled.),Treachery
Catacomb Inspection,,When Revealed: Add 1 resource token to each Dol Guldur location in play.,Treachery
Dark Interrogation,,When Revealed: Each player must choose and discard cards from hand until he has only 2 cards in hand. (Each player with 2 or fewer cards in hand must instead reveal 1 card from the encounter deck.),Treachery
The Hunt for Gollum,,"You are playing Nightmare mode.

Forced: At the end of the refresh phase. choose an unclaimed Clue card not attached to a Mordor enemy and attach it to a Mordor enemy. if able. (If it was guarded. detach the encounter guarding it first. The newly attached Mordor enemy is now guarding it.)

If at any point there are four or more Clue cards attached to Mordor enemies. the players lose the game.

Begin with the standard quest deck and encounter deck for The Hunt for Gollum scenario.

Remove the following cards. in the specified quantities. from the standard encounter deck:

2x River Ninglor
1x Eaves of Mirkwood
2x False Lead
2x Misty Mountain Goblins
2x Banks of the Anduin
3x Gladden Fields
3x Eastern Crows
2x Treacherous Fog
3x Evil Storm

Then. shuffle the encounter cards in this Nightmare Deck into the remainder of the standard The Hunt for Gollum encounter deck.

Finally. flip this setup card over and place it next to the quest deck. Its effect remains active throughout the game. which is now ready to begin.",Setup
Ravenous Hawk,,"Forced: When a card effect instructs a player to ""look"" at cards in the encounter deck and Ravenous Hawk is among those cards. that player must put Ravenous Hawk into play engaged with him. (This does not satisfy the Forced effect of stage 1B or 2B.)",Enemy
Hunting Warg,,Forced: At the beginning of the refresh phase. if Hunting Warg entered play this round. search the encounter deck and discard pile for 1 copy of Hunters from Mordor and add it to the staging area. if able. Shuffle the encounter deck.,Enemy
Watched Path,,Each player who does not control at least 1 Clue card cannot draw cards through card effects.,Location
Hunters Lookout,,Each Mordor enemy with at least 1 Clue card attached gets +2 [Defense].,Location
Dark Pools,,"Progress cannot be placed on Dark Pools while it is in the staging area.

Forced: After Dark Pools becomes the active location. each player must discard an ally with the highest printed cost among the allies he controls.",Location
The Enemys Trail,,When Revealed: Search the encounter discard pile for a Clue card and attach it to a Mordor enemy in play. if able. If no card is attached by this effect. The Enemys Trail gains Surge.,Treachery
Restless Hunters,,When Revealed: The first player chooses a Clue card attached to a hero and attaches it to a Mordor enemy in play. if able.,Treachery
The Trail Goes Cold,,"When Revealed: Attach to the active location and remove all progress from that location. (Counts as a Condition attachments with the text: ""Limit 1 per location. Attached location contributes its [Threat] during the quest phase as if it were in the staging area"")

If The Trail Goes Cold does not attach to a location as a result of its effect. it gains surge.",Treachery
Conflict at the Carrock,,"You are playing Nightmare mode.

Stage 1A should read. ""Remove 5 unique Troll cards"" instead of 4.

Stage 2B should read. ""When Revealed: Place Louis. Morris. Rupert. and Stuart into the staging area.""

Forced: At the end of the quest phase. if no progress was placed on the current quest this phase. place 1 progress on the current quest (bypassing the active location).

Response: After defeating a unique Troll enemy. you may choose and discard 1 ""Sacked!"" card from play.",Setup
Savage Hill-Troll,,While Savage Hill-troll is in the victory display. each Troll enemy gets +1 hit point.,Enemy
