Card Name,Cost,Rarity,Description,Type,ImageID
Cyber Laser Dragon ,0,Ultra Rare,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by the effect of ""Photon Generator Unit"". You can destroy 1 Monster with ATK or DEF equal to or higher than the ATK of this card. You can only use this effect once per turn.",Monster,
Ancient Gear,0,Common,"While an ""Ancient Gear"" is face-up on your side of the field, you can Special Summon this card from your hand in Attack Position.",Monster,
Ancient Gear Cannon,0,Common,"By Tributing this card, inflict 500 points of damage to your opponents Life Points, and then neither player can activate Trap Cards during the Battle Phase of this turn.",Monster,
Proto-Cyber Dragon ,0,Rare,"This cards name is treated as ""Cyber Dragon"" while it is face-up on the field.",Monster,
Adhesive Explosive,0,Rare,"If your opponents Monster attacks this face-down Defense Position card, this card becomes an Equip Card equipped to the attacking Monster, without applying damage calculation. Destroy the equipped Monster during the Standby Phase of your opponents next turn.",Monster,
Machine King Prototype,0,Common,Increase the ATK and DEF of this card by 100 points for each machine-Type Monster on the field other than this card.,Monster,
B.E.S. Covered Core ,0,Super Rare,"Put 2 counters on this card when you Normal Summon it. This card is not destroyed as a result of battle. If this card battles a Monster, toss a count and call it at the end of the Damage Step. If you call it wrong, remove 1 counter. If this card battles without a counter, destroy this card at the end of the Damage Step.",Monster,
D. D. Guide,0,Common,"When this card is Normal Summoned, control of this card shifts to your opponent. During each players End Phase, your opponent selects 1 card from the Graveyard of this cards controller and removes it from play.",Monster,
Chain Thrasher,0,Common,"In addition to a normal attack, this card can attack during the same Battle Phase as many times as the number of ""Chain Thrasher""(s) in your Graveyard.",Monster,
Disciple of the Forbidden Spell,0,Common,"When this card is Normal Summoned, Flip Summoned, or Special Summoned, declare different Monster Card AtTributes equal to the number of ""Disciple of the Forbidden Spell""(s) in your Graveyard. If this card attacks a Monster that has a declared AtTribute, destroy the Monster without applying damage calculation.",Monster,
Tenkabito Shien,0,Common,This card is unaffected by the effects of Trap Cards.,Monster,
Parasitic Ticky ,0,Common,The ATK and DEF of this card are equal to the number of tokens on the field X 500 points.,Monster,
Gokipon,0,Common,"When this card is destroyed as a result of battle and sent to the Graveyard, add 1 Insect-Type Monster with an ATK of 1500 or less from your Deck to your hand.",Monster,
Silent Insect ,0,Common,"This card is changed to Defense Position when it is Normal Summoned or Flip Summoned. While this card is face-up on the field, negate the effects of all Continuous Spell Cards and Continuous Trap Cards.",Monster,
Chainsaw Insect,0,Rare,"If this card battles a Monster, your opponent draws 1 card at the end of the Damage Step.",Monster,
Anteatereatingant,0,Common,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by sending 2 Spell or Trap Cards on your side of the field to the Graveyard. This card can destroy 1 Spell or Trap Card on your opponents side of the field, but it cannot attack this turn if you activate this effect.",Monster,
Saber Beetle ,0,Common,"During the battle between this attacking card and a Defense Position Monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponents Life Points.",Monster,
Doom Dozer,0,Rare,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by removing from play 2 Insect-Type Monsters in your Graveyard. When this card inflicts Battle Damage to your opponents Life Points, send 1 card from the top of your opponents Deck to the Graveyard.",Monster,
Treeborn Frog,0,Rare,"If this card is in your Graveyard during your Standby Phase and there are no Spell or Trap Cards on your side of the field, you can Special Summon this card to your side of the field. This effect cannot be activated if there is a face-up ""Treeborn Frog"" on your side of the field.",Monster,
Beelze Frog ,0,Common,"Increase the ATK of this card by 300 points for each ""T.A.D.P.O.L.E."" in your Graveyard.",Monster,
Princess Pikeru,0,Rare,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by the effect of ""Trial of the Princesses"". During your Standby Phase, increase your Life Points by 800 points for each Monster on your side of the field.",Monster,
Princess Curran ,0,Rare,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by the effect of ""Trial of the Princesses"". During your Standby Phase, inflict 600 points of damage to your opponents Life Points for each Monster on your opponents side of the field.",Monster,
Memory Crusher,0,Rare,"If this card attacks your opponents Life Points directly, inflict damage to your opponents Life Points equal to the number of cards in your opponents Fusion Deck X 100 points.",Monster,
Malice Ascendant ,0,Common,"While this card is face-up on the field, during your opponents Standby Phase, send a number of cards from the top of your opponents Deck to the Graveyard equal to the number of ""Malice Ascendant""(s) in your Graveyard.",Monster,
Grass Phantom ,0,Common,"Increase the ATK of this card by 500 points for each ""Grass Phantom"" in your Graveyard.",Monster,
Sand Moth ,0,Common,"When this face-down Defense Position card is destroyed and sent to the Graveyard, except as a result of battle, switch the original ATK and DEF of this card, and Special Summon it to your side of the field.",Monster,
Divine Dragon - Excelion ,0,Super Rare,"When this card is Normal Summoned, it gets 1 of the following effects for each ""Divine Dragon - Excelion"" in your Graveyard when this effect resolves (your choice). These effects cannot accumulate. 
? Increase the ATK of this card by 1000 points. 
? If this card destroys your opponents Monster as a result of battle, it can attack once again in a row. 
? When this card destroys a Monster as a result of battle and sends it to the Graveyard, inflict damage to your opponents Life Points equal to the ATK of the destroyed Monster.",Monster,
"Ruin, Queen of Oblivion ",0,Super Rare,"This card can only be Ritual Summoned with the Ritual Spell Card, ""End of the World"". If this card destroys your opponents Monster as a result of battle, it can attack once again in a row.",Monster,
"Demise, King of Armageddon ",0,Super Rare,"This card can only be Ritual Summoned with the Ritual Spell Card, ""End of the World"". By paying 2000 Life Points, destroy all cards on the field, except this card.",Monster,
D.3.S. Frog ,0,Common,"""Des Frog"" + ""Des Frog"" + ""Des Frog"" 
A Fusion Summon of this card can only be conducted with the above Fusion Material Monsters. Increase the ATK of this card by 500 points for each ""Treeborn Frog"" in your Graveyard.",Monster,
Hero Heart ,0,Common,"Select 1 face-up Monster on your side of the field that includes ""Elemental Hero"" in its card name to activate this card. This turn, the ATK of the selected Monster is halved and it can attack twice during the same Battle Phase.",Spell,
Magnet Circle LV2 ,0,Common,Special Summon 1 Level 2 or lower Machine-Type Monster from your hand.,Spell,
Ancient Gear Factory ,0,Common,"Select 1 Monster in your hand that includes ""Ancient Gear"" in its card name (show the Monster to your opponent). Remove from play cards in your Graveyard that include ""Ancient Gear"" in their card name(s) whose total Levels are equal to double the selected cards. You dont have to Tribute when you Normal Summon the selected card this turn.",Spell,
Ancient Gear Drill ,0,Common,"You can only activate this card by discarding 1 card from your hand while a Monster that includes ""Ancient Gear"" in its card name is face-up on your side of the field. Select 1 Spell Card from your Deck and Set it on your side of the field. You cannot use that Spell Card this turn.",Spell,
Phantasmal Martyrs,0,Rare,"You can only activate this card while you have 2 or more cards in your hand, and have either ""Uria, Lord of Searing Flames"" or ""Hamon, Lord of Striking Thunder"" face-up on your side of the field. By sending your entire hand to the Graveyard, Special Summon 3 ""Phantasmal Martyr Tokens"" (Fiend-Type/DARK/Level 1/ATK 0/DEF 0) in Attack Position on your side of the field.",Spell,
Cyclone Boomerang ,0,Rare,"You can only equip this card to ""Elemental Hero Wildheart"". Increase the ATK of the equipped Monster by 500 points. When the equipped Monster is destroyed by a card effect and sent to the Graveyard, destroy all Spell and Trap Cards on the field. Inflict 100 points of damage to your opponents Life Points for each Spell or Trap Card destroyed by this effect.",Spell,
